,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
11725827_s_at,4.774989659,-0.449988235,0.09824291,-4.580363438,4.64E-06,0.000119135
11725830_a_at,4.065942202,-0.659057524,0.107527312,-6.129210443,8.83E-10,4.97E-08
11725831_at,4.157068128,0.287569458,0.104333976,2.756239808,0.005847011,0.048049283
11725832_s_at,3.519921856,0.443503017,0.113680417,3.901314147,9.57E-05,0.001637507
11725837_a_at,4.398692719,0.32949357,0.101544166,3.244830126,0.001175207,0.013242176
11725839_at,3.562391867,-0.425843497,0.112884818,-3.772371722,0.000161703,0.002536558
11725857_s_at,8.151730885,-0.279676781,0.07434236,-3.762011048,0.000168553,0.002632393
11725859_at,4.163389156,-0.345880481,0.104435055,-3.311919373,0.000926582,0.010973729
11725864_at,3.104386339,-0.543594321,0.121096062,-4.488951283,7.16E-06,0.000173778
11725877_a_at,2.699056888,-0.383732211,0.127951699,-2.999039578,0.002708321,0.026006586
11725888_at,2.908768946,0.346046157,0.123506031,2.801856348,0.005080949,0.043244299
11725892_a_at,5.01055881,-0.278352886,0.095241345,-2.922605588,0.003471159,0.031944692
11725910_a_at,4.492246709,-0.461718685,0.101201425,-4.56237337,5.06E-06,0.000128503
11725916_a_at,3.03930882,-0.420214506,0.121805888,-3.449870209,0.000560856,0.00724766
11725922_a_at,3.685625125,-0.395029811,0.111554803,-3.541127776,0.000398421,0.005436632
11725928_s_at,2.802810988,-0.620450751,0.127725404,-4.85769261,1.19E-06,3.54E-05
11725929_a_at,3.404027957,-0.863900843,0.119515834,-7.228338007,4.89E-13,4.51E-11
11725950_s_at,9.960733148,-0.241051938,0.067555434,-3.568209423,0.000359429,0.004977779
11725951_at,8.434554643,-0.300504115,0.073229762,-4.103579049,4.07E-05,0.000786758
11725980_at,6.966694605,-0.863891654,0.083331212,-10.36696374,3.50E-25,1.24E-22
11725983_at,5.381136404,0.304755362,0.091681992,3.324048207,0.000887209,0.010560157
11725986_s_at,6.444645776,0.311867267,0.083105218,3.752679715,0.000174954,0.002710554
11725987_a_at,5.961673941,0.26712778,0.086489382,3.088561539,0.00201128,0.020425286
11725989_x_at,6.820193978,0.24838787,0.080769027,3.07528613,0.002103007,0.021165443
11725998_a_at,6.784542864,-0.358202157,0.081280648,-4.406979623,1.05E-05,0.00024422
11725999_s_at,6.399366128,-0.368100156,0.08361867,-4.402128789,1.07E-05,0.000249202
11726002_s_at,5.962051794,-0.271714649,0.086464443,-3.142501587,0.001675108,0.017619181
11726003_a_at,7.40125823,-0.235234451,0.077703472,-3.027335132,0.002467203,0.02407031
11726012_a_at,2.656706967,0.63869807,0.130856938,4.880888094,1.06E-06,3.18E-05
11726013_a_at,3.65853758,0.937324748,0.116100357,8.073401086,6.84E-16,9.51E-14
11726015_at,6.760282988,-0.290691542,0.081356009,-3.573080143,0.000352807,0.004900374
11726019_at,4.686465315,0.431210311,0.099006654,4.355366959,1.33E-05,0.000301606
11726020_a_at,3.212212144,0.401976116,0.118366393,3.396032487,0.000683702,0.008547647
11726021_s_at,5.570646372,0.302273436,0.089832895,3.364841324,0.000765877,0.009369425
11726046_s_at,4.935314751,-0.310024932,0.096375906,-3.216830273,0.001296153,0.01437352
11726049_a_at,6.671648756,-0.455006746,0.082339729,-5.525968443,3.28E-08,1.37E-06
11726054_a_at,7.478562269,-0.712354822,0.079990308,-8.905514168,5.31E-19,1.05E-16
11726055_at,5.787437154,-0.34210492,0.088116747,-3.88240522,0.000103428,0.001751143
11726063_a_at,5.229807877,-1.266158474,0.101671901,-12.45337658,1.34E-35,1.27E-32
11726067_a_at,2.841813881,0.359613592,0.124810405,2.881278946,0.003960649,0.035537199
11726078_a_at,3.022693083,-0.34743272,0.121370184,-2.862587077,0.004201978,0.037369202
11726079_x_at,2.684023524,-0.516202286,0.129244966,-3.993983678,6.50E-05,0.001180228
11726080_a_at,3.094827207,-0.53551434,0.121316899,-4.414177631,1.01E-05,0.000237271
11726087_at,3.42848964,-0.676139528,0.117258711,-5.766220008,8.11E-09,3.80E-07
11726102_a_at,6.528097269,-0.460500806,0.083163294,-5.537308415,3.07E-08,1.29E-06
11726103_a_at,4.40528643,-0.516047684,0.102396724,-5.039689413,4.66E-07,1.53E-05
11726104_a_at,5.572144441,-0.507822331,0.090711313,-5.598224897,2.17E-08,9.37E-07
11726105_s_at,6.708039092,-0.418623336,0.081912166,-5.110636904,3.21E-07,1.09E-05
11726113_a_at,3.825814403,-0.463885303,0.110108307,-4.212990964,2.52E-05,0.00051839
11726124_at,3.345038486,0.889352428,0.122434406,7.263909333,3.76E-13,3.56E-11
11726128_at,2.554619694,0.568178373,0.132821598,4.277755875,1.89E-05,0.000404315
11726132_a_at,4.518603752,-0.375311105,0.100495882,-3.734591889,0.00018802,0.002872316
11726141_at,3.105222708,-0.573355494,0.121470566,-4.720118741,2.36E-06,6.54E-05
11726146_at,3.859747169,-0.330268578,0.108291765,-3.049803248,0.002289913,0.022655596
11726147_at,3.64319748,0.511777203,0.112252376,4.559165889,5.14E-06,0.000130403
11726153_at,6.024279175,-0.443919188,0.086846901,-5.111514435,3.20E-07,1.09E-05
11726156_at,6.480271712,0.247738667,0.082707552,2.995357249,0.002741236,0.026275024
11726158_at,7.595491471,0.252149008,0.076793705,3.283459363,0.001025414,0.011880499
11726162_at,3.836114808,-0.712569258,0.112079157,-6.357732107,2.05E-10,1.28E-08
11726168_at,2.833456956,-0.569843921,0.126538036,-4.503340976,6.69E-06,0.000164566
11726175_a_at,3.879308336,0.495583128,0.108963698,4.548148952,5.41E-06,0.000136767
11726178_a_at,4.923652273,-0.292401254,0.096217488,-3.038961644,0.002373951,0.023320447
11726185_a_at,4.778935577,0.397369682,0.097927713,4.057785774,4.95E-05,0.00093563
11726186_x_at,5.729597213,0.359289908,0.088697867,4.050716448,5.11E-05,0.000960105
11726188_at,4.11350625,-0.903335422,0.109797579,-8.227279953,1.92E-16,2.83E-14
11726205_at,3.057956159,-0.447066058,0.121269425,-3.686552148,0.000227313,0.003387708
11726209_a_at,6.45529046,-0.302014299,0.083012034,-3.638198996,0.000274551,0.00396974
11726228_x_at,5.924369062,0.516226743,0.088204492,5.852612814,4.84E-09,2.36E-07
11726231_at,3.735577485,0.466140117,0.110756972,4.208675143,2.57E-05,0.000527373
11726241_at,2.493867109,-0.501000457,0.133581579,-3.750520538,0.000176468,0.002728061
11726264_s_at,4.54859858,-0.273695367,0.099738071,-2.744141373,0.00606694,0.049456688
11726273_a_at,8.219380338,-0.684178092,0.076113543,-8.988913986,2.50E-19,5.05E-17
11726274_x_at,8.928362039,-0.59002435,0.072708813,-8.114894512,4.86E-16,6.87E-14
11726288_a_at,6.568682394,-0.342520773,0.082434285,-4.155076673,3.25E-05,0.00064636
11726289_at,7.508959753,-0.321552212,0.077383315,-4.155317094,3.25E-05,0.00064636
11726291_a_at,4.287688596,-0.32890465,0.103232574,-3.18605493,0.001442272,0.015636398
11726302_a_at,4.197904861,0.522585489,0.105039187,4.975147906,6.52E-07,2.07E-05
11726303_a_at,6.72810951,-0.494151079,0.082319809,-6.002820975,1.94E-09,1.02E-07
11726304_x_at,3.927094988,-0.687116572,0.110275311,-6.230919385,4.64E-10,2.73E-08
11726316_at,3.063835655,0.496392891,0.122124844,4.06463481,4.81E-05,0.000912614
11726321_a_at,6.881104148,0.254820185,0.080473244,3.166520587,0.001542744,0.016472025
11726322_at,8.130793343,-0.265660301,0.074414507,-3.570006883,0.000356972,0.004951781
11726323_a_at,8.963272942,-0.22442788,0.070994864,-3.161184707,0.001571288,0.016712508
11726330_a_at,5.026691694,-0.737667667,0.097951425,-7.530953924,5.04E-14,5.36E-12
11726333_s_at,4.861072643,0.636268448,0.098795141,6.440280761,1.19E-10,7.67E-09
11726339_s_at,2.363685337,0.414569618,0.136456289,3.038112944,0.002380647,0.023380847
11726344_at,9.914248473,-0.322203696,0.067973779,-4.740117466,2.14E-06,6.01E-05
11726345_at,6.183097829,-0.573271512,0.086111969,-6.65728027,2.79E-11,1.97E-09
11726351_at,4.4928384,-0.618968489,0.102279763,-6.051720005,1.43E-09,7.74E-08
11726355_at,5.299193986,-0.314137039,0.092555716,-3.39403174,0.000688717,0.008600501
11726364_x_at,6.748382715,-0.492610425,0.082203751,-5.992554116,2.07E-09,1.08E-07
11726383_a_at,4.164684809,-0.744975739,0.107161801,-6.951877731,3.60E-12,2.96E-10
11726385_a_at,7.44260067,-0.318396189,0.077781191,-4.093485669,4.25E-05,0.000819221
11726393_at,6.527170775,-0.252837586,0.082424017,-3.067523211,0.002158407,0.021610904
11726396_x_at,5.154637993,0.359189621,0.094229454,3.811861425,0.000137924,0.002219004
11726405_a_at,2.950830538,-0.646158531,0.124764196,-5.179038167,2.23E-07,7.89E-06
11726411_a_at,4.712884005,-0.44305005,0.098764986,-4.485902031,7.26E-06,0.000175882
11726412_s_at,7.154582828,-0.573446155,0.080313003,-7.140140909,9.32E-13,8.21E-11
11726419_at,3.130416659,-0.330627806,0.119301366,-2.771366485,0.005582156,0.046300654
11726431_a_at,5.195027616,0.321571284,0.093455163,3.440915133,0.00057975,0.00744673
11726432_a_at,6.397375248,0.429658469,0.083843597,5.124523324,2.98E-07,1.02E-05
11726433_a_at,4.670764257,0.488042717,0.099423336,4.908734071,9.17E-07,2.81E-05
11726434_at,4.673604078,-0.671093195,0.100941827,-6.648316338,2.96E-11,2.09E-09
11726436_a_at,4.07507563,0.322908429,0.105397489,3.063720307,0.002186032,0.02185616
11726437_a_at,7.081146784,0.317279927,0.079560546,3.987905346,6.67E-05,0.001203834
11726441_a_at,3.961402532,0.65635143,0.108956422,6.023981149,1.70E-09,9.02E-08
11726444_a_at,7.734867994,-0.250220056,0.076195957,-3.283902019,0.001023805,0.011874748
11726445_at,2.653472118,-0.499247074,0.129802761,-3.846197656,0.000119965,0.001983139
11726485_at,7.156298635,-0.339632117,0.079371855,-4.278999388,1.88E-05,0.000403184
11726486_a_at,4.832813083,-0.385171766,0.097560583,-3.948026492,7.88E-05,0.001390384
11726487_at,4.123689909,-0.385931457,0.105472145,-3.659084165,0.000253118,0.003706293
11726500_s_at,3.757391747,-0.673305802,0.111892789,-6.017419055,1.77E-09,9.35E-08
11726508_a_at,7.175999288,-0.688759529,0.080909808,-8.512682775,1.70E-17,2.86E-15
11726509_at,5.900021384,-0.355932759,0.087288344,-4.077666558,4.55E-05,0.000869524
11726519_a_at,4.466480119,-0.467817839,0.10164703,-4.602375867,4.18E-06,0.000108695
11726520_a_at,4.861302219,0.30385581,0.096796622,3.139115846,0.001694584,0.017793345
11726535_a_at,2.772895819,-0.627593102,0.129137879,-4.859868416,1.17E-06,3.51E-05
11726538_x_at,4.144577011,-0.296907024,0.105008134,-2.827466905,0.004691786,0.040620593
11726548_at,4.934402876,-0.370983726,0.096242789,-3.854665162,0.000115888,0.001927845
11726551_s_at,3.771672545,0.579402709,0.111153615,5.212630388,1.86E-07,6.72E-06
11726557_a_at,7.08710366,-0.239259763,0.079391496,-3.013669909,0.002581085,0.024979422
11726564_a_at,7.863372343,-0.362471323,0.076095077,-4.763400456,1.90E-06,5.42E-05
11726565_at,7.899329575,-0.355092699,0.075886741,-4.679245605,2.88E-06,7.78E-05
11726585_at,3.792972352,0.38311674,0.109730583,3.491430828,0.000480441,0.006356682
11726617_s_at,8.597077374,0.307609115,0.072637648,4.234844088,2.29E-05,0.000477362
11726622_a_at,4.496558265,0.278883291,0.100309151,2.780237772,0.005431911,0.045398523
11726623_a_at,6.793652552,0.247140574,0.080880045,3.055643392,0.002245782,0.022302631
11726645_a_at,5.884841456,-0.613548759,0.088690618,-6.917854125,4.59E-12,3.71E-10
11726646_a_at,7.18541194,-0.545234801,0.079994765,-6.815881012,9.37E-12,7.23E-10
11726660_a_at,5.509413912,0.300262144,0.09036873,3.322633217,0.000891721,0.010610906
11726682_a_at,4.992316054,-0.466879092,0.096428724,-4.841701457,1.29E-06,3.80E-05
11726703_a_at,5.869555082,-0.24033107,0.087159149,-2.757382021,0.005826624,0.047918646
11726724_a_at,4.172024125,0.588594872,0.105732433,5.566833711,2.59E-08,1.10E-06
11726740_s_at,5.765701422,0.297087928,0.088152334,3.370165211,0.000751231,0.009228101
11726743_at,3.839117992,0.405982781,0.108910324,3.72767951,0.000193251,0.002941701
11726756_a_at,3.915231247,0.355474498,0.107779178,3.298174125,0.000973158,0.011420756
11726757_s_at,5.878243839,0.281101692,0.087212165,3.223193593,0.001267698,0.014109302
11726758_a_at,3.53041985,0.339493972,0.112968264,3.005215451,0.002653928,0.02555326
11726759_s_at,7.02487024,0.326281414,0.079867808,4.085268156,4.40E-05,0.000845706
11726764_at,7.177051278,-1.468426734,0.088913289,-16.51526737,2.85E-61,3.04E-57
11726765_a_at,2.733757757,0.368543089,0.127113609,2.899320481,0.003739724,0.033913476
11726769_a_at,6.717643212,-0.225706914,0.081415468,-2.772285417,0.005566421,0.046233028
11726770_x_at,7.375474254,-0.23806593,0.078026895,-3.051075266,0.002280234,0.022576486
11726787_s_at,4.838197205,-1.126000967,0.103718181,-10.8563509,1.86E-27,8.27E-25
11726796_a_at,4.489268198,-0.438604526,0.101849044,-4.306417685,1.66E-05,0.000360956
11726797_x_at,5.650903986,-0.379896767,0.089824504,-4.229322181,2.34E-05,0.000486612
11726798_a_at,5.291295826,-0.411637878,0.093661925,-4.394932921,1.11E-05,0.000256484
11726800_at,4.652582209,-0.514547262,0.099940589,-5.14853142,2.63E-07,9.14E-06
11726801_at,5.608665937,-0.452880361,0.090218545,-5.019814523,5.17E-07,1.68E-05
11726802_a_at,3.470500807,-0.428570644,0.114424671,-3.745439159,0.000180078,0.002770833
11726807_a_at,5.565253976,0.628323451,0.091503866,6.866632858,6.57E-12,5.22E-10
11726808_at,5.189689904,0.720963188,0.09581994,7.524145706,5.31E-14,5.63E-12
11726809_x_at,5.956004146,0.360594552,0.086821924,4.153266082,3.28E-05,0.000650089
11726811_at,4.87679439,0.466996751,0.097521824,4.788638404,1.68E-06,4.83E-05
11726819_at,3.931141626,0.319633971,0.107221029,2.981075395,0.002872381,0.027342066
11726827_at,3.263708886,-0.493164466,0.11824701,-4.170629497,3.04E-05,0.000609611
11726830_at,3.561797981,0.370331268,0.112777197,3.283742438,0.001024385,0.01187502
11726839_s_at,9.483078804,-0.235823622,0.069127484,-3.411430733,0.000646229,0.008143785
11726869_a_at,4.995135848,0.404086877,0.095796543,4.21817808,2.46E-05,0.000508817
11726870_at,4.97660573,-0.532815622,0.096873029,-5.500144116,3.79E-08,1.57E-06
11726871_s_at,5.541679067,-0.422805142,0.090699841,-4.661586375,3.14E-06,8.41E-05
11726884_a_at,5.720988937,-0.853108853,0.091920494,-9.280942911,1.68E-20,3.81E-18
11726888_a_at,3.710500996,0.359253308,0.110426484,3.253325591,0.001140627,0.012917323
11726892_a_at,4.980481069,-0.754350632,0.099137152,-7.609161814,2.76E-14,3.03E-12
11726897_s_at,4.811512731,-0.602686232,0.098761749,-6.102425681,1.04E-09,5.80E-08
11726898_s_at,3.181870947,-0.467770464,0.119177328,-3.92499541,8.67E-05,0.001506698
11726905_a_at,2.822227068,-0.463431306,0.125842601,-3.682626571,0.000230843,0.003433129
11726916_at,2.965398395,-0.430462255,0.122863737,-3.50357449,0.000459058,0.006119295
11726934_x_at,4.717693622,0.294184458,0.098144207,2.997471446,0.002722294,0.026111384
11726972_s_at,6.321878222,-0.582370219,0.085194225,-6.835794534,8.16E-12,6.39E-10
11726981_a_at,4.045688113,-0.359741494,0.106153225,-3.388888968,0.000701764,0.008722598
11726995_at,6.723402771,-0.361504128,0.081618593,-4.429188409,9.46E-06,0.000222442
11726996_at,6.240099512,-0.312461246,0.084480123,-3.698636271,0.000216761,0.00324518
11727021_a_at,3.587121207,0.329867222,0.112036368,2.944286997,0.003236997,0.030257166
11727033_at,9.282228257,-0.326372462,0.070090704,-4.656430068,3.22E-06,8.59E-05
11727034_at,9.503401338,-0.317195705,0.069324321,-4.575532792,4.75E-06,0.000121552
11727046_at,5.241384071,0.338745341,0.093316948,3.630051669,0.000283364,0.004079206
11727047_x_at,6.724438651,-0.263316099,0.081400458,-3.234823317,0.00121718,0.013628779
11727051_at,3.710877698,-0.355729696,0.110856976,-3.208906723,0.001332407,0.014702981
11727052_at,4.924530065,-0.457841473,0.100927899,-4.536322235,5.72E-06,0.000143388
11727062_at,3.495854038,-0.525647545,0.114626651,-4.585735866,4.52E-06,0.000116709
11727067_a_at,3.969208941,-0.703497661,0.109334142,-6.434382235,1.24E-10,7.95E-09
11727069_at,4.815816886,-0.283387123,0.097149278,-2.917027584,0.003533845,0.032402817
11727072_at,2.53412113,-0.480702456,0.132362972,-3.63169886,0.000281562,0.004055988
11727077_at,4.439948996,0.421506854,0.101516678,4.152094648,3.29E-05,0.00065282
11727078_s_at,5.596127477,0.357247661,0.089795289,3.978467735,6.94E-05,0.001246366
11727079_at,6.5260052,0.404794076,0.082930325,4.881134592,1.05E-06,3.18E-05
11727080_at,3.530417516,0.365067973,0.113028218,3.229883475,0.001238407,0.013837413
11727088_a_at,6.052931796,0.655507974,0.087629342,7.480462098,7.41E-14,7.67E-12
11727089_a_at,7.975225317,0.417079163,0.075623003,5.515241985,3.48E-08,1.45E-06
11727092_x_at,6.681594516,-0.28731039,0.081670097,-3.517938629,0.000434913,0.005862065
11727111_a_at,4.796857466,-0.416450397,0.097948687,-4.251720044,2.12E-05,0.000447802
11727127_at,3.81378138,-0.353999072,0.109274834,-3.239529726,0.00119727,0.013462347
11727134_s_at,4.095703622,0.321262748,0.10511302,3.056355409,0.002240455,0.022265273
11727140_a_at,3.845839058,-0.979234111,0.114001029,-8.589695353,8.72E-18,1.51E-15
11727141_s_at,8.019231669,-0.564170874,0.076065164,-7.416941528,1.20E-13,1.21E-11
11727142_a_at,3.778154108,-0.47360291,0.11000964,-4.305103712,1.67E-05,0.000362267
11727143_x_at,4.560041611,-0.841693118,0.103336086,-8.145200308,3.79E-16,5.41E-14
11727153_s_at,9.364059593,-0.192604047,0.06948085,-2.772045055,0.005570533,0.046239623
11727154_at,4.502183276,-0.326438652,0.100402957,-3.251285236,0.001148845,0.012993155
11727167_at,2.831336951,0.435675561,0.125501324,3.471481776,0.000517594,0.006764386
11727176_a_at,5.417460265,-0.746554146,0.093829842,-7.956468157,1.77E-15,2.32E-13
11727181_a_at,4.9693177,0.294150165,0.095642546,3.075515843,0.002101388,0.021154134
11727186_a_at,6.316226759,0.32544794,0.084062816,3.871485121,0.000108174,0.001818512
11727189_x_at,5.252236431,0.36673656,0.093232901,3.933553036,8.37E-05,0.001465277
11727191_a_at,2.569501303,0.439707255,0.131248118,3.350198566,0.000807536,0.009797635
11727204_a_at,5.025583816,0.492236834,0.095926924,5.131373084,2.88E-07,9.91E-06
11727205_a_at,3.001096217,0.445939478,0.122272199,3.647104411,0.000265212,0.003857546
11727238_at,3.264880568,-0.455863015,0.117901604,-3.866469997,0.000110422,0.001849743
11727239_a_at,7.416438199,-0.325569798,0.077906356,-4.178988917,2.93E-05,0.000590081
11727240_a_at,5.714829206,-0.409761429,0.089045721,-4.601697003,4.19E-06,0.000108888
11727253_at,3.815534226,-0.569507987,0.110827605,-5.138683504,2.77E-07,9.57E-06
11727264_at,3.607366811,0.470455142,0.112484178,4.182411717,2.88E-05,0.000583567
11727281_a_at,5.412538136,-0.611274082,0.092809146,-6.586356095,4.51E-11,3.08E-09
11727283_at,6.112511175,-0.296952779,0.085520905,-3.472282949,0.000516052,0.006748362
11727287_at,5.123445515,0.36725579,0.094389307,3.89086225,9.99E-05,0.001700657
11727290_a_at,3.63339161,-0.35915523,0.11150887,-3.220866916,0.001278035,0.014209523
11727291_at,5.86897532,-0.301496736,0.08733498,-3.452187589,0.000556061,0.007190607
11727294_s_at,2.774956906,0.439273725,0.126661984,3.468078664,0.000524194,0.00683807
11727301_a_at,6.420793542,-0.240787946,0.083135114,-2.896344681,0.003775375,0.034147981
11727310_a_at,3.74782349,-0.436992527,0.110505334,-3.954492596,7.67E-05,0.001357805
11727331_at,3.751512066,0.387424395,0.11017251,3.516525096,0.000437235,0.005885372
11727345_s_at,6.976130095,-0.454612194,0.080801516,-5.626282954,1.84E-08,8.08E-07
11727347_at,5.596919939,-0.480904317,0.090406976,-5.319327524,1.04E-07,3.93E-06
11727361_a_at,9.443373827,-0.278012096,0.0695022,-4.000047411,6.33E-05,0.001153202
11727386_a_at,3.325524466,-0.483900562,0.117027216,-4.134940396,3.55E-05,0.000696437
11727387_s_at,4.755141776,-0.859516593,0.101805127,-8.442763311,3.10E-17,5.01E-15
